dew,humidity,pressure,rainfall,rainrate,temperature,timestamp,volt
25.69148,98.01503,1007.95,6.1085,0.0,26.03075,1767200459,3.94125
25.6995,97.99977,1007.94,6.1085,0.0,26.04143,1767200519,4.005
25.69762,97.94255,1007.92,6.1085,0.0,26.04944,1767200579,3.94
25.6741,97.88342,1007.9,6.1085,0.0,26.03609,1767200639,3.94875
25.67251,97.84337,1007.89,6.1085,0.0,26.04143,1767200699,3.9425
25.65626,97.81094,1007.85,6.1085,0.0,26.03075,1767200759,3.9525
25.66455,97.82811,1007.84,6.1085,0.0,26.03609,1767200819,3.93875
25.65444,97.89296,1007.83,6.1085,0.0,26.01472,1767200879,3.94625
25.63531,97.79759,1007.82,6.1085,0.0,26.01205,1767200939,3.9425
25.6626,97.80141,1007.77,6.1085,0.0,26.03876,1767200999,4.0325
25.62304,97.7728,1007.72,6.1085,0.0,26.00404,1767201059,3.9675
25.60912,97.73846,1007.72,6.1085,0.0,25.99603,1767201119,3.945
25.64272,97.74799,1007.67,6.1085,0.0,26.02808,1767201179,3.94375
25.60671,97.78615,1007.66,6.1085,0.0,25.98535,1767201239,3.94375
25.60372,97.78424,1007.6,6.1085,0.0,25.98268,1767201299,3.93875
25.63037,97.76898,1007.58,6.1085,0.0,26.01205,1767201359,3.945
25.64203,97.75945,1007.57,6.1085,0.0,26.02541,1767201419,3.94
25.6184,97.76135,1007.51,6.1085,0.0,26.00137,1767201479,3.9425
25.6164,97.76517,1007.54,6.1085,0.0,25.9987,1767201539,3.9425
25.64434,97.7728,1007.49,6.1085,0.0,26.02541,1767201599,3.945
25.59317,97.7232,1007.46,6.1085,0.0,25.98268,1767201659,3.94375
25.60015,97.73273,1007.46,6.1085,0.0,25.98802,1767201719,4.02375
25.57789,97.71175,1007.44,6.1085,0.0,25.96933,1767201779,3.9425
25.6058,97.73464,1007.43,6.1085,0.0,25.99336,1767201839,3.94
25.60387,97.69268,1007.42,6.1085,0.0,25.9987,1767201899,3.94375
25.52928,97.50767,1007.39,6.1085,0.0,25.95598,1767201959,3.93625
25.51904,97.44854,1007.41,6.1085,0.0,25.95598,1767202019,4.045
25.48982,97.40276,1007.39,6.1085,0.0,25.93462,1767202079,3.94125
25.47794,97.31884,1007.38,6.1085,0.0,25.93729,1767202139,3.95
25.47198,97.28451,1007.38,6.1085,0.0,25.93729,1767202199,3.95
25.46033,97.29404,1007.36,6.1085,0.0,25.92393,1767202259,3.93625
25.47195,97.31503,1007.34,6.1085,0.0,25.93195,1767202319,3.9475
25.46461,97.3341,1007.36,6.1085,0.0,25.92126,1767202379,3.94375
25.46954,97.39323,1007.34,6.1085,0.0,25.91592,1767202439,3.94125
25.48009,97.46952,1007.35,6.1085,0.0,25.91325,1767202499,4.0275
25.48448,97.41802,1007.36,6.1085,0.0,25.92661,1767202559,3.94125
25.43138,97.31121,1007.35,6.1085,0.0,25.89189,1767202619,3.9425
25.44898,97.33601,1007.37,6.1085,0.0,25.90524,1767202679,3.94125
25.43775,97.2559,1007.34,6.1085,0.0,25.90791,1767202739,3.945
25.4241,97.26925,1007.35,6.1085,0.0,25.89189,1767202799,4.03375
25.4281,97.26162,1007.34,6.1085,0.0,25.89723,1767202859,3.935
25.40557,97.16243,1007.32,6.1085,0.0,25.89189,1767202919,3.9625
25.41291,97.1281,1007.33,6.1085,0.0,25.90524,1767202979,3.9425
25.38895,97.15862,1007.29,6.1085,0.0,25.87587,1767203039,3.94125
25.38925,97.19104,1007.29,6.1085,0.0,25.87053,1767203099,3.9375
25.39115,97.29404,1007.27,6.1085,0.0,25.85451,1767203159,3.95375
